Estado;Cidade;Transportadora;Parça (Sim/Não)
MG;Itaguara;CONECTA CARGO;Não
MG;Itaipé;CONECTA CARGO;Não
MG;Itajubá;CONECTA CARGO;Não
MG;Itamarati de Minas;CONECTA CARGO;Não
MG;Itambé do Mato Dentro;CONECTA CARGO;Não
MG;Itamogi;CONECTA CARGO;Não
MG;Itamonte;CONECTA CARGO;Não
MG;Itanhandu;CONECTA CARGO;Não
MG;Itaobim;CONECTA CARGO;Não
MG;Itapagipe;AGMX OPORTUNIDA;Sim
MG;Itapecerica;CONECTA CARGO;Não
MG;Itapeva;CONECTA CARGO;Não
MG;Rubim;CONECTA CARGO;Não
MG;Itatiaiuçu;CONECTA CARGO;Não
MG;Itaú de Minas;CONECTA CARGO;Não
MG;Itaúna;CONECTA CARGO;Não
MG;Santa Maria de Itabira;CONECTA CARGO;Não
MG;Itaverava;CONECTA CARGO;Não
MG;Wenceslau Braz;CONECTA CARGO;Não
MG;Itinga;CONECTA CARGO;Não
MG;Itueta;CONECTA CARGO;Não
MG;Ituiutaba;AGMX OPORTUNIDA;Sim
MG;Itumirim;CONECTA CARGO;Não
MG;Itutinga;CONECTA CARGO;Não
MG;Resende Costa;CONECTA CARGO;Não
MG;Jacuí;CONECTA CARGO;Não
MG;Jacutinga;MOVEIS CAMILO L;Sim
MG;Jaguaraçu;CONECTA CARGO;Não
MG;Malacacheta;CONECTA CARGO;Não
MG;Jaíba;CONECTA CARGO;Não
MG;Jampruca;CONECTA CARGO;Não
MG;Japaraíba;CONECTA CARGO;Não
MG;Japonvar;CONECTA CARGO;Não
MG;Prata;AGMX OPORTUNIDA;Sim
MG;Jenipapo de Minas;CONECTA CARGO;Não
MG;Jequitaí;CONECTA CARGO;Não
MG;Jesuânia;CONECTA CARGO;Não
MG;Joaíma;CONECTA CARGO;Não
MG;Joanésia;CONECTA CARGO;Não
MG;João Monlevade;CONECTA CARGO;Não
MG;Joaquim Felício;CONECTA CARGO;Não
MG;José Gonçalves de Minas;CONECTA CARGO;Não
MG;José Raydan;CONECTA CARGO;Não
MG;Santana dos Montes;CONECTA CARGO;Não
MG;Josenópolis;CONECTA CARGO;Não
MG;Juatuba;OUTELETRO BH;Sim
MG;Juramento;CONECTA CARGO;Não
MG;Monte Belo;CONECTA CARGO;Não
MG;Juruaia;CONECTA CARGO;Não
MG;Rio Casca;CONECTA CARGO;Não
MG;Juvenília;CONECTA CARGO;Não
MG;Lagamar;CONECTA CARGO;Não
MG;Lagoa da Prata;CONECTA CARGO;Não
MG;Lagoa dos Patos;CONECTA CARGO;Não
MG;Lagoa Dourada;CONECTA CARGO;Não
MG;Lagoa Formosa;AGMX OPORTUNIDA;Sim
MG;Lagoa Grande;CONECTA CARGO;Não
MG;Lagoa Santa;OUTELETRO BH;Sim
MG;Lajinha;CONECTA CARGO;Não
MG;Lambari;CONECTA CARGO;Não
MG;Lamim;CONECTA CARGO;Não
MG;Laranjal;CONECTA CARGO;Não
MG;Lassance;CONECTA CARGO;Não
MG;Lavras;CONECTA CARGO;Não
MG;Leandro Ferreira;CONECTA CARGO;Não
MG;Leme do Prado;CONECTA CARGO;Não
MG;Liberdade;CONECTA CARGO;Não
MG;Limeira do Oeste;CONECTA CARGO;Não
MG;Lontra;CONECTA CARGO;Não
MG;Novo Cruzeiro;CONECTA CARGO;Não
MG;Luisburgo;CONECTA CARGO;Não
MG;Luislândia;CONECTA CARGO;Não
MG;Luminárias;CONECTA CARGO;Não
MG;Machacalis;CONECTA CARGO;Não
MG;Madre de Deus de Minas;CONECTA CARGO;Não
MG;São Sebastião do Maranhão;CONECTA CARGO;Não
MG;Mamonas;CONECTA CARGO;Não
MG;Manga;CONECTA CARGO;Não
MG;Manhuaçu;CONECTA CARGO;Não
MG;Manhumirim;CONECTA CARGO;Não
MG;Maravilhas;CONECTA CARGO;Não
MG;Maria da Fé;CONECTA CARGO;Não
MG;Marilac;CONECTA CARGO;Não
MG;Mário Campos;OUTELETRO BH;Sim
MG;Maripá de Minas;CONECTA CARGO;Não
MG;Marliéria;CONECTA CARGO;Não
MG;Marmelópolis;CONECTA CARGO;Não
MG;Martins Soares;CONECTA CARGO;Não
MG;Mata Verde;CONECTA CARGO;Não
MG;Materlândia;CONECTA CARGO;Não
MG;Mathias Lobato;CONECTA CARGO;Não
MG;Matias Barbosa;CONECTA CARGO;Não
MG;Matias Cardoso;CONECTA CARGO;Não
MG;Matipó;CONECTA CARGO;Não
MG;Mato Verde;CONECTA CARGO;Não
MG;Matozinhos;OUTELETRO BH;Sim
MG;Matutina;CONECTA CARGO;Não
MG;Medeiros;CONECTA CARGO;Não
MG;Medina;CONECTA CARGO;Não
MG;Mendes Pimentel;CONECTA CARGO;Não
MG;Veredinha;CONECTA CARGO;Não
MG;Mercês;CONECTA CARGO;Não
MG;São Tiago;CONECTA CARGO;Não
MG;Mesquita;CONECTA CARGO;Não
MG;Sabará;OUTELETRO BH;Sim
MG;Monte Santo de Minas;CONECTA CARGO;Não
MG;Minas Novas;CONECTA CARGO;Não
MG;Minduri;CONECTA CARGO;Não
MG;Mirabela;CONECTA CARGO;Não
MG;Miradouro;CONECTA CARGO;Não
MG;Miravânia;CONECTA CARGO;Não
MG;Moema;CONECTA CARGO;Não
MG;Monjolos;CONECTA CARGO;Não
MG;Monsenhor Paulo;CONECTA CARGO;Não
MG;Monte Alegre de Minas;CONECTA CARGO;Não
MG;Monte Azul;CONECTA CARGO;Não
MG;Monte Carmelo;AGMX OPORTUNIDA;Sim
MG;São Geraldo;CONECTA CARGO;Não
MG;Monte Formoso;CONECTA CARGO;Não
MG;Monte Sião;CONECTA CARGO;Não
MG;Montezuma;CONECTA CARGO;Não
MG;São Francisco;CONECTA CARGO;Não
MG;Morro da Garça;CONECTA CARGO;Não
MG;Oliveira;CONECTA CARGO;Não
MG;Morro do Pilar;CONECTA CARGO;Não
MG;Munhoz;CONECTA CARGO;Não
MG;Muzambinho;MOVEIS CAMILO L;Sim
MG;Nacip Raydan;CONECTA CARGO;Não
MG;Nanuque;CONECTA CARGO;Não
MG;Naque;CONECTA CARGO;Não
MG;Natalândia;CONECTA CARGO;Não
MG;Natércia;CONECTA CARGO;Não
MG;Nepomuceno;CONECTA CARGO;Não
MG;Nazareno;CONECTA CARGO;Não
MG;São João Evangelista;CONECTA CARGO;Não
MG;Ninheira;CONECTA CARGO;Não
MG;Nova Belém;CONECTA CARGO;Não
MG;Nova Era;CONECTA CARGO;Não
MG;Nova Lima;OUTELETRO BH;Sim
MG;Nova Módica;CONECTA CARGO;Não
MG;Nova Ponte;AGMX OPORTUNIDA;Sim
MG;Nova Porteirinha;CONECTA CARGO;Não
MG;Nova Resende;CONECTA CARGO;Não
MG;Nova União;CONECTA CARGO;Não
MG;Novo Oriente de Minas;CONECTA CARGO;Não
MG;Novorizonte;CONECTA CARGO;Não
MG;Olaria;CONECTA CARGO;Não
MG;Piranguinho;CONECTA CARGO;Não
MG;Olhos D'Água;CONECTA CARGO;Não
MG;Olímpio Noronha;CONECTA CARGO;Não
MG;Oliveira Fortes;CONECTA CARGO;Não
MG;Onça de Pitangui;CONECTA CARGO;Não
MG;Oratórios;CONECTA CARGO;Não
MG;Orizânia;CONECTA CARGO;Não
MG;Ouro Branco;CONECTA CARGO;Não
MG;Ouro Verde de Minas;CONECTA CARGO;Não
MG;Padre Carvalho;CONECTA CARGO;Não
MG;Padre Paraíso;CONECTA CARGO;Não
MG;Pai Pedro;CONECTA CARGO;Não
MG;Paineiras;CONECTA CARGO;Não
MG;Pains;CONECTA CARGO;Não
MG;Poço Fundo;MOVEIS CAMILO L;Sim
MG;Paiva;CONECTA CARGO;Não
MG;Senhora dos Remédios;CONECTA CARGO;Não
MG;Papagaios;CONECTA CARGO;Não
MG;Paracatu;CONECTA CARGO;Não
MG;Santa Rita de Ibitipoca;CONECTA CARGO;Não
MG;Paraopeba;CONECTA CARGO;Não
MG;Passa Quatro;CONECTA CARGO;Não
MG;Passa Tempo;CONECTA CARGO;Não
MG;Passa Vinte;CONECTA CARGO;Não
MG;Passabém;CONECTA CARGO;Não
MG;Passos;CONECTA CARGO;Não
MG;Patis;CONECTA CARGO;Não
MG;Patrocínio;AGMX OPORTUNIDA;Sim
MG;Patrocínio do Muriaé;CONECTA CARGO;Não
MG;Paula Cândido;CONECTA CARGO;Não
MG;Paulistas;CONECTA CARGO;Não
MG;Pavão;CONECTA CARGO;Não
MG;Peçanha;CONECTA CARGO;Não
MG;Pedra Azul;CONECTA CARGO;Não
MG;Pedra Bonita;CONECTA CARGO;Não
MG;Periquito;CONECTA CARGO;Não
MG;Pedra do Anta;CONECTA CARGO;Não
MG;Pedra do Indaiá;CONECTA CARGO;Não
MG;Pedra Dourada;CONECTA CARGO;Não
MG;Rio Vermelho;CONECTA CARGO;Não
MG;Pedralva;CONECTA CARGO;Não
MG;Pedras de Maria da Cruz;CONECTA CARGO;Não
MG;Pedrinópolis;AGMX OPORTUNIDA;Sim
MG;Pedro Leopoldo;OUTELETRO BH;Sim
MG;Pedro Teixeira;CONECTA CARGO;Não
MG;Pequeri;CONECTA CARGO;Não
MG;Pequi;CONECTA CARGO;Não
MG;Perdigão;CONECTA CARGO;Não
MG;Perdizes;CONECTA CARGO;Não
MG;Perdões;CONECTA CARGO;Não
MG;Pescador;CONECTA CARGO;Não
MG;Santa Rita de Caldas;MOVEIS CAMILO L;Sim
MG;Piau;CONECTA CARGO;Não
MG;Piedade de Caratinga;CONECTA CARGO;Não
MG;Piedade de Ponte Nova;CONECTA CARGO;Não
MG;Piedade do Rio Grande;CONECTA CARGO;Não
MG;Piedade dos Gerais;CONECTA CARGO;Não
MG;Pimenta;CONECTA CARGO;Não
MG;Pingo-D'Água;CONECTA CARGO;Não
MG;Piranga;CONECTA CARGO;Não
MG;Pintópolis;CONECTA CARGO;Não
MG;Piracema;CONECTA CARGO;Não
MG;Pirajuba;CONECTA CARGO;Não
MG;Piranguçu;CONECTA CARGO;Não
MG;Rio Espera;CONECTA CARGO;Não
MG;Pirapora;CONECTA CARGO;Não
MG;Piraúba;CONECTA CARGO;Não
MG;Pitangui;CONECTA CARGO;Não
MG;Piumhi;CONECTA CARGO;Não
MG;Planura;CONECTA CARGO;Não
MG;Sobrália;CONECTA CARGO;Não
MG;Poços de Caldas;MOVEIS CAMILO L;Sim
MG;Pompéu;CONECTA CARGO;Não
MG;Três Pontas;CONECTA CARGO;Não
MG;Ponte Nova;CONECTA CARGO;Não
MG;Senador Amaral;CONECTA CARGO;Não
MG;Ponto Chique;CONECTA CARGO;Não
MG;Ponto dos Volantes;CONECTA CARGO;Não
MG;Porto Firme;CONECTA CARGO;Não
MG;Poté;CONECTA CARGO;Não
MG;Pouso Alegre;MOVEIS CAMILO L;Sim
MG;Pouso Alto;CONECTA CARGO;Não
MG;Prados;CONECTA CARGO;Não
MG;Pratápolis;CONECTA CARGO;Não
MG;Pratinha;CONECTA CARGO;Não
MG;Presidente Bernardes;CONECTA CARGO;Não
MG;Presidente Juscelino;CONECTA CARGO;Não
MG;Presidente Kubitschek;CONECTA CARGO;Não
MG;Prudente de Morais;CONECTA CARGO;Não
MG;Quartel Geral;CONECTA CARGO;Não
MG;Queluzito;CONECTA CARGO;Não
MG;Raposos;OUTELETRO BH;Sim
MG;Reduto;CONECTA CARGO;Não
MG;Ressaquinha;CONECTA CARGO;Não
MG;Riachinho;CONECTA CARGO;Não
MG;Riacho dos Machados;CONECTA CARGO;Não
MG;Ribeirão das Neves;OUTELETRO BH;Sim
MG;Santa Margarida;CONECTA CARGO;Não
MG;Ribeirão Vermelho;CONECTA CARGO;Não
MG;Rio Acima;CONECTA CARGO;Não
MG;Rio do Prado;CONECTA CARGO;Não
MG;Rio Doce;CONECTA CARGO;Não
MG;Rio Novo;CONECTA CARGO;Não
MG;Rio Pardo de Minas;CONECTA CARGO;Não
MG;Rio Pomba;CONECTA CARGO;Não
MG;Rio Preto;CONECTA CARGO;Não
MG;Ritápolis;CONECTA CARGO;Não
MG;Rochedo de Minas;CONECTA CARGO;Não
MG;Rodeiro;CONECTA CARGO;Não
MG;Romaria;CONECTA CARGO;Não
MG;Rosário da Limeira;CONECTA CARGO;Não
MG;Rubelita;CONECTA CARGO;Não
MG;Salto da Divisa;CONECTA CARGO;Não
MG;Três Corações;CONECTA CARGO;Não
MG;Santa Bárbara do Leste;CONECTA CARGO;Não
MG;Santa Bárbara do Monte Verde;CONECTA CARGO;Não
MG;Santa Cruz de Minas;CONECTA CARGO;Não
MG;Santa Cruz de Salinas;CONECTA CARGO;Não
MG;Santa Cruz do Escalvado;CONECTA CARGO;Não
MG;São João do Pacuí;CONECTA CARGO;Não
MG;Santa Efigênia de Minas;CONECTA CARGO;Não
MG;Santa Fé de Minas;CONECTA CARGO;Não
MG;Santana do Manhuaçu;CONECTA CARGO;Não
MG;Santa Helena de Minas;CONECTA CARGO;Não
MG;Santa Juliana;AGMX OPORTUNIDA;Sim
MG;Santa Luzia;OUTELETRO BH;Sim
MG;Santa Maria do Salto;CONECTA CARGO;Não
MG;Santa Rita de Minas;CONECTA CARGO;Não
MG;Santa Rita do Itueto;CONECTA CARGO;Não
MG;Santa Rita do Sapucaí;CONECTA CARGO;Não
MG;Santa Rosa da Serra;CONECTA CARGO;Não
MG;Santana da Vargem;CONECTA CARGO;Não
MG;Santana de Cataguases;CONECTA CARGO;Não
MG;Santana do Deserto;CONECTA CARGO;Não
MG;Santana do Garambéu;CONECTA CARGO;Não
MG;Santana do Jacaré;CONECTA CARGO;Não
MG;Santana do Paraíso;CONECTA CARGO;Não
MG;Santo Antônio do Amparo;CONECTA CARGO;Não
MG;Santo Antônio do Aventureiro;CONECTA CARGO;Não
MG;Vieiras;CONECTA CARGO;Não
MG;Santo Antônio do Grama;CONECTA CARGO;Não
MG;Santo Antônio do Itambé;CONECTA CARGO;Não
MG;Santo Antônio do Monte;CONECTA CARGO;Não
MG;Santo Antônio do Retiro;CONECTA CARGO;Não
MG;Santo Antônio do Rio Abaixo;CONECTA CARGO;Não
MG;Santo Hipólito;CONECTA CARGO;Não
MG;São Bento Abade;CONECTA CARGO;Não
MG;São Brás do Suaçuí;CONECTA CARGO;Não
MG;São Domingos das Dores;CONECTA CARGO;Não
MG;São Félix de Minas;CONECTA CARGO;Não
MG;São Francisco de Paula;CONECTA CARGO;Não
MG;São Francisco de Sales;AGMX OPORTUNIDA;Sim
MG;São Francisco do Glória;CONECTA CARGO;Não
MG;São Geraldo da Piedade;CONECTA CARGO;Não
MG;Tumiritinga;CONECTA CARGO;Não
MG;São Geraldo do Baixio;CONECTA CARGO;Não
MG;São Gonçalo do Pará;CONECTA CARGO;Não
MG;São Gonçalo do Rio Abaixo;CONECTA CARGO;Não
MG;São Gonçalo do Rio Preto;CONECTA CARGO;Não
MG;São João Batista do Glória;CONECTA CARGO;Não
MG;São João da Lagoa;CONECTA CARGO;Não
MG;São João da Mata;CONECTA CARGO;Não
MG;São João das Missões;CONECTA CARGO;Não
MG;São João do Manhuaçu;CONECTA CARGO;Não
MG;São João do Manteninha;CONECTA CARGO;Não
MG;São João do Oriente;CONECTA CARGO;Não
MG;São João do Paraíso;CONECTA CARGO;Não
MG;São Joaquim de Bicas;OUTELETRO BH;Sim
MG;São José da Barra;CONECTA CARGO;Não
MG;São José da Lapa;OUTELETRO BH;Sim
MG;São José da Safira;CONECTA CARGO;Não
MG;São José da Varginha;CONECTA CARGO;Não
MG;São José do Alegre;CONECTA CARGO;Não
MG;São Roque de Minas;CONECTA CARGO;Não
MG;Ubaporanga;CONECTA CARGO;Não
MG;São José do Divino;CONECTA CARGO;Não
MG;São José do Goiabal;CONECTA CARGO;Não
MG;São José do Jacuri;CONECTA CARGO;Não
MG;São José do Mantimento;CONECTA CARGO;Não
MG;São Lourenço;CONECTA CARGO;Não
MG;São Miguel do Anta;CONECTA CARGO;Não
MG;São Pedro da União;CONECTA CARGO;Não
MG;São Pedro do Suaçuí;CONECTA CARGO;Não
MG;São Romão;CONECTA CARGO;Não
MG;São Sebastião da Bela Vista;CONECTA CARGO;Não
MG;São Sebastião da Vargem Alegre;CONECTA CARGO;Não
MG;São Sebastião do Anta;CONECTA CARGO;Não
MG;São Sebastião do Oeste;CONECTA CARGO;Não
MG;São Sebastião do Paraíso;CONECTA CARGO;Não
MG;São Sebastião do Rio Preto;CONECTA CARGO;Não
MG;São Sebastião do Rio Verde;CONECTA CARGO;Não
MG;São Tomás de Aquino;CONECTA CARGO;Não
MG;São Thomé das Letras;CONECTA CARGO;Não
MG;São Vicente de Minas;CONECTA CARGO;Não
MG;Tarumirim;CONECTA CARGO;Não
MG;Sapucaí-Mirim;CONECTA CARGO;Não
MG;Sardoá;CONECTA CARGO;Não
MG;Sarzedo;OUTELETRO BH;Sim
MG;Sem-Peixe;CONECTA CARGO;Não
MG;Senador Cortes;CONECTA CARGO;Não
MG;Senador Firmino;CONECTA CARGO;Não
MG;Senador José Bento;CONECTA CARGO;Não
MG;Senador Modestino Gonçalves;CONECTA CARGO;Não
MG;Senhora de Oliveira;CONECTA CARGO;Não
MG;Senhora do Porto;CONECTA CARGO;Não
MG;Sericita;CONECTA CARGO;Não
MG;Seritinga;CONECTA CARGO;Não
MG;Serra Azul de Minas;CONECTA CARGO;Não
MG;Serra da Saudade;CONECTA CARGO;Não
MG;Serra dos Aimorés;CONECTA CARGO;Não
MG;Serrania;CONECTA CARGO;Não
MG;Serranópolis de Minas;CONECTA CARGO;Não
MG;Serranos;CONECTA CARGO;Não
MG;Sete Lagoas;OUTELETRO BH;Sim
MG;Setubinha;CONECTA CARGO;Não
MG;Silveirânia;CONECTA CARGO;Não
MG;Silvianópolis;CONECTA CARGO;Não
MG;Simão Pereira;CONECTA CARGO;Não
MG;Soledade de Minas;CONECTA CARGO;Não
MG;Tabuleiro;CONECTA CARGO;Não
MG;Taiobeiras;CONECTA CARGO;Não
MG;Taparuba;CONECTA CARGO;Não
MG;Tapira;CONECTA CARGO;Não
MG;Taquaraçu de Minas;CONECTA CARGO;Não
MG;Teixeiras;CONECTA CARGO;Não
MG;Timóteo;CONECTA CARGO;Não
MG;Tiradentes;CONECTA CARGO;Não
MG;Tocantins;CONECTA CARGO;Não
MG;Tocos do Moji;CONECTA CARGO;Não
MG;Toledo;CONECTA CARGO;Não
MG;Volta Grande;CONECTA CARGO;Não
MG;Tupaciguara;AGMX OPORTUNIDA;Sim
MG;Turvolândia;CONECTA CARGO;Não
MG;Umburatiba;CONECTA CARGO;Não
MG;União de Minas;CONECTA CARGO;Não
MG;Uruana de Minas;CONECTA CARGO;Não
MG;Urucuia;CONECTA CARGO;Não
MG;Vargem Alegre;CONECTA CARGO;Não
MG;Vargem Bonita;CONECTA CARGO;Não
MG;Vargem Grande do Rio Pardo;CONECTA CARGO;Não
MG;Varginha;MOVEIS CAMILO L;Sim
MG;Varjão de Minas;CONECTA CARGO;Não
MG;Verdelândia;CONECTA CARGO;Não
MG;Veríssimo;CONECTA CARGO;Não
MG;Vermelho Novo;CONECTA CARGO;Não
MG;Vespasiano;OUTELETRO BH;Sim
MG;Virgem da Lapa;CONECTA CARGO;Não
MG;Virgínia;CONECTA CARGO;Não
MG;Virginópolis;CONECTA CARGO;Não
MG;Visconde do Rio Branco;CONECTA CARGO;Não
PA;Abaetetuba;FAVORITA;Não
PA;Abel Figueiredo;FAVORITA;Não
PA;Acará;FAVORITA;Não
PA;Afuá;FAVORITA;Não
PA;Santarém;MG - DOMINALOG;Não
PA;Água Azul do Norte;FAVORITA;Não
PA;Xinguara;FAVORITA;Não
PA;Alenquer;FAVORITA;Não
PA;Maracanã;FAVORITA;Não
PA;Almeirim;FAVORITA;Não
PA;Bragança;FAVORITA;Não
PA;Altamira;FAVORITA;Não
PA;Itaituba;FAVORITA;Não
PA;Santa Izabel do Pará;FAVORITA;Não
PA;Anajás;FAVORITA;Não
PA;Ananindeua;FAVORITA;Não
PA;Anapu;FAVORITA;Não
PA;Breves;FAVORITA;Não
PA;Castanhal;FAVORITA;Não
PA;São João do Araguaia;FAVORITA;Não
PA;Curuçá;FAVORITA;Não
PA;Paragominas;FAVORITA;Não
PA;Melgaço;FAVORITA;Não
PA;Augusto Corrêa;FAVORITA;Não
PA;Aurora do Pará;FAVORITA;Não
PA;Aveiro;FAVORITA;Não
PA;Bagre;FAVORITA;Não
PA;Baião;FAVORITA;Não
PA;Bannach;FAVORITA;Não
PA;Barcarena;FAVORITA;Não
PA;Santa Maria das Barreiras;FAVORITA;Não
PA;Santana do Araguaia;FAVORITA;Não
PA;Belém;FAVORITA;Não
PA;Belterra;FAVORITA;Não
PA;Benevides;FAVORITA;Não
PA;Redenção;FAVORITA;Não
PA;Bom Jesus do Tocantins;FAVORITA;Não
PA;Bonito;FAVORITA;Não
PA;Brasil Novo;FAVORITA;Não
PA;Marabá;FAVORITA;Não
PA;Brejo Grande do Araguaia;FAVORITA;Não
PA;Breu Branco;FAVORITA;Não
PA;Bujaru;FAVORITA;Não
PA;Cachoeira do Piriá;FAVORITA;Não
PA;Cachoeira do Arari;FAVORITA;Não
PA;Magalhães Barata;FAVORITA;Não
PA;Moju;FAVORITA;Não
PA;São Miguel do Guamá;FAVORITA;Não
PA;Cametá;FAVORITA;Não
PA;Viseu;FAVORITA;Não
PA;Canaã dos Carajás;FAVORITA;Não
PA;Capanema;FAVORITA;Não
PA;Capitão Poço;FAVORITA;Não
PA;Parauapebas;FAVORITA;Não
PA;Igarapé-Açu;FAVORITA;Não
PA;Gurupá;FAVORITA;Não
PA;Chaves;FAVORITA;Não
PA;Colares;FAVORITA;Não
PA;Conceição do Araguaia;FAVORITA;Não
PA;Concórdia do Pará;FAVORITA;Não
PA;Salvaterra;FAVORITA;Não
PA;Cumaru do Norte;FAVORITA;Não
PA;Curionópolis;FAVORITA;Não
PA;Curralinho;FAVORITA;Não
PA;Curuá;FAVORITA;Não
PA;Dom Eliseu;FAVORITA;Não
PA;Eldorado do Carajás;FAVORITA;Não
PA;Santo Antônio do Tauá;FAVORITA;Não
PA;Faro;FAVORITA;Não
PA;Óbidos;FAVORITA;Não
PA;Floresta do Araguaia;FAVORITA;Não
PA;Garrafão do Norte;FAVORITA;Não
PA;Goianésia do Pará;FAVORITA;Não
PA;Ourilândia do Norte;FAVORITA;Não
PA;Tucuruí;FAVORITA;Não
PA;Igarapé-Miri;FAVORITA;Não
PA;Inhangapi;FAVORITA;Não
PA;Ipixuna do Pará;FAVORITA;Não
PA;Irituia;FAVORITA;Não
PA;Itupiranga;FAVORITA;Não
PA;Jacareacanga;FAVORITA;Não
PA;Jacundá;FAVORITA;Não
PA;São Francisco do Pará;FAVORITA;Não
PA;Primavera;FAVORITA;Não
PA;Juruti;FAVORITA;Não
PA;Limoeiro do Ajuru;FAVORITA;Não
PA;Mãe do Rio;FAVORITA;Não
PA;Mocajuba;FAVORITA;Não
PA;Marapanim;FAVORITA;Não
PA;Marituba;FAVORITA;Não
PA;Medicilândia;FAVORITA;Não
PA;Monte Alegre;FAVORITA;Não
PA;Muaná;FAVORITA;Não
PA;Mojuí dos Campos;FAVORITA;Não
PA;Ponta de Pedras;FAVORITA;Não
PA;Nova Esperança do Piriá;FAVORITA;Não
PA;Nova Ipixuna;FAVORITA;Não
PA;Nova Timboteua;FAVORITA;Não
PA;Novo Progresso;FAVORITA;Não
PA;Novo Repartimento;FAVORITA;Não
PA;Oeiras do Pará;FAVORITA;Não
PA;Oriximiná;FAVORITA;Não
PA;Ourém;FAVORITA;Não
PA;Pacajá;FAVORITA;Não
PA;Prainha;FAVORITA;Não
PA;Palestina do Pará;FAVORITA;Não
PA;Pau D'Arco;FAVORITA;Não
PA;Peixe-Boi;FAVORITA;Não
PA;Vigia;FAVORITA;Não
PA;São Caetano de Odivelas;FAVORITA;Não
PA;Soure;FAVORITA;Não
PA;Piçarra;FAVORITA;Não
PA;Placas;FAVORITA;Não
PA;Portel;FAVORITA;Não
PA;Porto de Moz;FAVORITA;Não
PA;Quatipuru;FAVORITA;Não
PA;Tomé-Açu;FAVORITA;Não
PA;Rio Maria;FAVORITA;Não
PA;Rondon do Pará;FAVORITA;Não
PA;Rurópolis;FAVORITA;Não
PA;Salinópolis;FAVORITA;Não
PA;Santa Bárbara do Pará;FAVORITA;Não
PA;Santa Cruz do Arari;FAVORITA;Não
PA;Santa Luzia do Pará;FAVORITA;Não
PA;Santa Maria do Pará;FAVORITA;Não
PA;Santarém Novo;FAVORITA;Não
PA;São Domingos do Araguaia;FAVORITA;Não
PA;São Domingos do Capim;FAVORITA;Não
PA;São Félix do Xingu;FAVORITA;Não
PA;São Geraldo do Araguaia;FAVORITA;Não
PA;São João da Ponta;FAVORITA;Não
PA;São João de Pirabas;FAVORITA;Não
PA;São Sebastião da Boa Vista;FAVORITA;Não
PA;Sapucaia;FAVORITA;Não
PA;Senador José Porfírio;FAVORITA;Não
PA;Tailândia;FAVORITA;Não
PA;Terra Alta;FAVORITA;Não
PA;Terra Santa;FAVORITA;Não
PA;Tracuateua;FAVORITA;Não
PA;Trairão;FAVORITA;Não
PA;Tucumã;FAVORITA;Não
PA;Ulianópolis;FAVORITA;Não
PA;Uruará;FAVORITA;Não
PA;Vitória do Xingu;FAVORITA;Não
PB;Água Branca;MG - DOMINALOG;Não
PB;Aguiar;MG - DOMINALOG;Não
PB;Alagoa Grande;MG - DOMINALOG;Não
PB;Alagoa Nova;MG - DOMINALOG;Não
PB;Alagoinha;MG - DOMINALOG;Não
PB;Alcantil;MG - DOMINALOG;Não
PB;Algodão de Jandaíra;MG - DOMINALOG;Não
PB;Alhandra;MG - DOMINALOG;Não
PB;Amparo;MG - DOMINALOG;Não
PB;Aparecida;MG - DOMINALOG;Não
PB;Araçagi;MG - DOMINALOG;Não
PB;Arara;MG - DOMINALOG;Não
PB;Araruna;MG - DOMINALOG;Não
PB;Areia;MG - DOMINALOG;Não
PB;Areia de Baraúnas;MG - DOMINALOG;Não
PB;Areial;MG - DOMINALOG;Não
PB;Uiraúna;MG - DOMINALOG;Não
PB;Aroeiras;MG - DOMINALOG;Não
PB;Riachão do Bacamarte;MG - DOMINALOG;Não
PB;Assunção;MG - DOMINALOG;Não
PB;Baía da Traição;MG - DOMINALOG;Não
PB;Cachoeira dos Índios;MG - DOMINALOG;Não
PB;Bananeiras;MG - DOMINALOG;Não
PB;Baraúna;MG - DOMINALOG;Não
PB;Barra de Santa Rosa;MG - DOMINALOG;Não
PB;Barra de Santana;MG - DOMINALOG;Não
PB;Barra de São Miguel;MG - DOMINALOG;Não
PB;Mataraca;MG - DOMINALOG;Não
PB;Bayeux;MG - DOMINALOG;Não
PB;Belém;MG - DOMINALOG;Não
PB;Belém do Brejo do Cruz;MG - DOMINALOG;Não
PB;Bernardino Batista;MG - DOMINALOG;Não
PB;Boa Ventura;MG - DOMINALOG;Não
PB;Boa Vista;MG - DOMINALOG;Não
PB;Bom Jesus;MG - DOMINALOG;Não
PB;Bom Sucesso;MG - DOMINALOG;Não
PB;Soledade;MG - DOMINALOG;Não
PB;Bonito de Santa Fé;MG - DOMINALOG;Não
PB;Boqueirão;MG - DOMINALOG;Não
PB;Borborema;MG - DOMINALOG;Não
PB;Brejo do Cruz;MG - DOMINALOG;Não
PB;Brejo dos Santos;MG - DOMINALOG;Não
PB;Caaporã;MG - DOMINALOG;Não
PB;Cabaceiras;MG - DOMINALOG;Não
PB;Cabedelo;QUERIDA MOVEIS;Sim
PB;Guarabira;MG - DOMINALOG;Não
PB;Ibiara;MG - DOMINALOG;Não
PB;Cacimba de Areia;MG - DOMINALOG;Não
PB;Cacimba de Dentro;MG - DOMINALOG;Não
PB;Cacimbas;MG - DOMINALOG;Não
PB;Caiçara;MG - DOMINALOG;Não
PB;Cajazeiras;MG - DOMINALOG;Não
